"filer_name","election_year","jurisdiction","office","position","party","contributions_amount","expenditures_amount","debts_amount","independent_expenditures_for_amount","independent_expenditures_against_amount","jurisdiction_type","candidacy_id","jurisdiction_code","declared","withdrew","discontinued"
"Adam Richard Morgan (Adam Morgan)","2019","CITY OF MILL CREEK","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","18859","4533","2019-05-16T00:00:00.000",,
"ADAMS ELIZABETH J (ELIZABETH ADAMS)","2009","CITY OF GRANITE FALLS","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","19281","3338",,,
"Adam Shetler","2018","CITY OF VANCOUVER","CITY COUNCIL MEMBER","1","NON PARTISAN","0","0","0","0","0","Local","491","4277",,,
"ADAMS JAMES B (James Adams)","2023","MABTON SD 120","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","742180","3686","2023-05-15T00:00:00.000",,
"ADAMS JAMES B (JAMES ADAMS)","2015","MABTON SD 120","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19210","3686",,,
"ADAMS JOHN E (JOHN ADAMS)","2016","LEG DISTRICT 14 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","240.00","0.0","0.0","231.98","0","Legislative","4063","4805",,,
"ADAMS JOHN R JR (JOHN ADAMS)","2012","State of Washington","INSURANCE COMMISSIONER",,"REPUBLICAN","0.0","497.00","0.0","334.57","0","Statewide","10125","1000",,,
"ADAMS LEONA M (LEONA ADAMS)","2013","LOON LAKE SD 183 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19248","3677",,,
"ADAMS LEONA M (LEONA ADAMS)","2009","LOON LAKE SD 183 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19247","3677",,,
"ADAMS MARLENE K","2013","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","10095","3147",,,
"Adam Smith","2025","CITY OF SPOKANE VALLEY","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","3334604","5076","2025-05-09T00:00:00.000",,
"Adam Smith","2023","CITY OF SPOKANE VALLEY","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","1595195","5076","2023-05-19T00:00:00.000",,
"Adam Smith","2021","CITY OF SPOKANE VALLEY","CITY COUNCIL MEMBER","7",,"0","0","0","0","0","Local","261358","5076","2021-05-19T00:00:00.000",,
"Adam Smith (Adam""Smash"" Smith)","2019","CITY OF SPOKANE VALLEY","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","23142","5076","2019-05-16T00:00:00.000",,
"ADAMS RICHARD H","2011","DOUGLAS FIRE PROT DIST 02","FIRE COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","12961","3241",,,
"ADAMS ROBERT S (ROBERT ADAMS)","2013","EAST BELLEVUE COMM MUNI CORP","COMMUNITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","8915","4521",,,
"ADAMS SANDRA L (Sandra Adams)","2019","ZILLAH SD 205","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","23885","4440","2019-05-14T00:00:00.000",,
"ADAMS SANDRA L (SANDRA ADAMS)","2015","ZILLAH SD 205","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19215","4440",,,
"ADAMS SANDRA L (SANDRA ADAMS)","2011","ZILLAH SD 205","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19214","4440",,,
"ADAMS SANDRA L (SANDRA ADAMS)","2009","ZILLAH SD 205","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19213","4440",,,
"ADAMS STEPHEN K (STEPHEN ADAMS)","2015","PORT OF LOPEZ","PORT COMMISSIONER",,,"0","0","0","0","0","Local","19211","3948",,,
"ADAMS STEPHEN K (Stephen K Adams)","2023","PORT OF LOPEZ","PORT COMMISSIONER","2",,"0","0","0","0","0","Local","728568","3948","2023-05-15T00:00:00.000",,
"ADAMS STEPHEN K (Stephen K Adams)","2019","PORT OF LOPEZ","PORT COMMISSIONER",,,"0","0","0","0","0","Local","24437","3948","2019-05-13T00:00:00.000",,
"ADAM TIMOTHY J","2013","TAHOMA SD 409","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","10097","4220",,,
"ADAM TIMOTHY J","2009","TAHOMA SD 409","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","15874","4220",,,
"Adam T. James (Adam James)","2026","LEG DISTRICT 12 - HOUSE","STATE REPRESENTATIVE","2","REPUBLICAN","325767.13","25121.15","0.0","0","0","Legislative","3391255","4801","2026-05-06T00:00:00.000",,
"Adam Tradii","2021","CITY OF SHORELINE","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","93799","4892",,,
"Adam W. Papini","2025","TOWN OF LATAH","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","3331785","3623","2025-05-07T00:00:00.000",,
"Addison Dillon","2026","SKAMANIA PUD 01 - ELE","PUBLIC UTILITY COMMISSIONER","3",,"0","0","0.0","0","0","Local","3395200","4102","2026-05-08T00:00:00.000",,
"Addison Dillon","2025","SKAMANIA HOSP DIST 1","HOSPITAL COMMISSIONER","3",,"0","0","0","0","0","Local","3335364","4101","2025-05-09T00:00:00.000",,
"Addison Dillon (Addison B. Dillon)","2024","SKAMANIA CO","COUNTY COMMISSIONER",,"DEMOCRATIC","0","0","0","0","0","Local","567231","4093",,,"2022-05-09T00:00:00.000"
"ADDIS PAUL W (PAUL ADDIS)","2017","CITY OF KENT","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","2909","3459",,,
"ADDIS PAUL W (PAUL ADDIS)","2016","State of Washington","LIEUTENANT GOVERNOR",,"LIBERTARIAN","2841.26","2176.26","0.0","0","0","Statewide","4084","1000",,,
"ADDIS PAUL W (PAUL ADDIS)","2014","LEG DISTRICT 36 - HOUSE","STATE REPRESENTATIVE",,"LIBERTARIAN","3339.19","3298.84","0.0","0","0","Legislative","7678","4850",,,
"Adedotun Oyefeso (Tod Oyefeso)","2025","CITY OF KENT","CITY COUNCIL MEMBER","6",,"1794.00","838.59","0.0","0","0","Local","3322240","3459","2025-05-05T00:00:00.000",,
"Adella King","2025","CITY OF ENUMCLAW","CITY COUNCIL MEMBER","3",,"0.0","0.00","0.0","0","0","Local","3325911","3275","2025-05-06T00:00:00.000",,
"Adenea Thompson","2019","CITY OF COLVILLE","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","24251","3185","2019-05-14T00:00:00.000",,
"ADEN UBAH M (UBAH ADEN)","2017","TUKWILA SD 406","SCHOOL DIRECTOR",,"DEMOCRATIC","13841.89","17242.48","0.0","0","0","Local","3164","4146",,,
"Adib Altallal","2025","CITY OF AUBURN *","CITY COUNCIL MEMBER","2",,"3327.60","3188.43","0.0","0","0","Local","3333224","3034","2025-05-09T00:00:00.000",,
"Adib Altallal (Adeeb Altallal)","2023","CITY OF AUBURN *","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","1625563","3034","2023-05-19T00:00:00.000",,
"Adison Richards","2026","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","120169.14","56748.15","15116.71","0","0","Legislative","3321498","4829","2026-05-04T00:00:00.000",,
"Adison Richards","2024","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","603570.48","581982.64","2000.00","1216.86","124501.32","Legislative","3253668","4829","2024-05-06T00:00:00.000",,
"Adison Richards","2022","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","389804.27","370484.80","0.0","27043.68","193854.44","Legislative","567415","4829","2022-05-16T00:00:00.000",,
"ADKISON MAUREEN S","2015","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","7043","4417",,,
"ADKISON MAUREEN S","2011","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"NON PARTISAN","2865.00","2466.98","0.0","0","0","Local","12957","4417",,,
"ADKISON MAUREEN S","2009","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"NON PARTISAN","20109.00","21285.21","0.0","85.36","0","Local","15877","4417",,,
"ADOLF DANY J","2011","YAKIMA CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","12960","4418",,,
"Adolfo Muller (Adolph Muller)","2025","CITY OF SUNNYSIDE","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3328544","4211","2025-05-07T00:00:00.000",,
"Adonis E. Ducksworth (Adonis Ducksworth)","2025","CITY OF SEATTLE","CITY COUNCIL MEMBER","2",,"191866.00","194066.00","0.0","11375.03","0","Local","3321563","4048","2025-05-09T00:00:00.000",,
"Adrian Conrad Sheridan (Adrian Sheridan)","2023","FERNDALE SD 502","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","689585","3289","2023-05-15T00:00:00.000",,
"Adrian E. Cortes","2025","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER","4",,"1200.00","0.0","0.0","0","0","Local","3253688","3038",,,
"Adrian E. Cortes","2011","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER",,"NON PARTISAN","7315.31","6871.79","0.0","0","0","Local","12656","3038",,,
"Adrian E. Cortes","2009","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER",,"NON PARTISAN","7867.00","7560.94","0.0","208.29","0","Local","15599","3038",,,
"Adrian E. Cortes (Adrian Cortes)","2028","LEG DISTRICT 18 - SENATE","STATE SENATOR",,"DEMOCRATIC","15559.91","16819.79","0.0","0","0","Legislative","3321442","4747",,,
"Adrian E. Cortes (Adrian Cortes)","2024","LEG DISTRICT 18 - SENATE","STATE SENATOR",,"DEMOCRATIC","491518.23","478388.00","0.0","347351.71","610897.20","Legislative","3296661","4747","2024-05-06T00:00:00.000",,
"Adrian E. Cortes (ADRIAN CORTES)","2019","CLARK CO","COUNTY COUNCIL MEMBER",,"DEMOCRATIC","5395.00","5144.76","0.0","105.07","0","Local","1683","3147","2019-05-13T00:00:00.000",,
"Adrian E. Cortes (ADRIAN CORTES)","2017","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER","4",,"53.00","0.0","0.0","0","0","Local","2884","3038",,,
"Adrian E. Cortes (ADRIAN CORTES)","2015","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER",,"NONE","222.92","0.0","0.0","0","0","Local","5185","3038",,,
"Adrian E. Cortes (ADRIAN CORTES)","2012","LEG DISTRICT 18 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","8225.00","8225.00","0.0","0","0","Legislative","10246","4813",,,
"Adrian E. Cortes (CORTES ADRIAN E)","2021","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER","4",,"12425.00","11541.27","0.0","243.16","0","Local","25570","3038","2021-05-17T00:00:00.000",,
"Adrian Kilpatrick","2024","SAN JUAN CO","COUNTY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","3310090","4038","2024-05-08T00:00:00.000",,
"Adrianna Miller","2021","PROSSER SD 116 *","SCHOOL DIRECTOR","4",,"0","0","0.0","0","0","Local","123038","3984","2021-05-17T00:00:00.000",,
"Adrianne Boline Moore (Adrianne Moore)","2020","LEG DISTRICT 12 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","125252.59","125240.28","0.0","462.48","0","Legislative","25692","4801",,,
"Adrian Wright","2023","CITY OF BREMERTON","CITY COUNCIL MEMBER","2",,"0.0","310.22","0.0","0","0","Local","1517520","3071","2023-05-18T00:00:00.000",,
"Adrienne E Mason (Adrienne Mason)","2025","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 1, Position 2",,"0","0","0","0","0","Local","3322270","3147","2025-05-05T00:00:00.000",,
"Adrienne Obregon","2021","CITY OF FEDERAL WAY","CITY COUNCIL MEMBER","6",,"2567.91","2577.91","0.0","0","0","Local","93384","4679","2021-05-17T00:00:00.000",,
"Adrienne Thomas McCoy (Adrienne McCoy)","2024","KING CO SUPERIOR COURT","SUPERIOR COURT JUDGE","Judge Position 54",,"0","0","0","0","0","Judicial","3279404","3536","2024-05-06T00:00:00.000",,
"Adrienne Thomas McCoy (Adrienne McCoy)","2022","KING CO SUPERIOR COURT","SUPERIOR COURT JUDGE","Judge Position 54",,"0","0","0","0","0","Judicial","567685","3536","2022-05-16T00:00:00.000",,
"Ady Kenady","2025","ORCAS ISLAND SD 137","SCHOOL DIRECTOR","4",,"0.0","0.00","0.0","0","0","Local","3323567","3828","2025-05-05T00:00:00.000",,
"A. Evans","2023","TOWN OF OAKESDALE","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","2079450","3791","2023-05-08T00:00:00.000",,
"AFFHOLTER SHANNON R","2015","CITY OF EVERETT","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","7037","3280",,,
"AFFHOLTER SHANNON R","2011","CITY OF EVERETT","CITY COUNCIL MEMBER",,"NON PARTISAN","29410.27","28079.20","0.0","505.81","0","Local","12965","3280",,,
"AFFLECK-ASCH IAN W (IAN AFFLECK-ASCH)","2017","CITY OF SEATTLE","CITY COUNCIL MEMBER",,"INDEPENDENT","1241.43","1241.43","0.0","0","0","Local","3025","4048",,,
"Afton Elizabeth Servas","2025","TOWN OF CUSICK","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","3326109","3219","2025-05-06T00:00:00.000",,
"Agapito ""Speedy"" Gonzalez","2025","CITY OF WARDEN","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3323831","4317","2025-05-05T00:00:00.000",,
"AGGERGAARD SHANE A (SHANE AGGERGAARD)","2017","PORT OF ANACORTES","PORT COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","3015","3915",,,
"AGNEW THOMAS E","2009","CITY OF BOTHELL *","CITY COUNCIL MEMBER",,"NON PARTISAN","0.0","0.0","0.0","0","0","Local","15876","3070",,,
"AGNEW THOMAS E (Thomas Agnew)","2023","CITY OF BOTHELL *","CITY COUNCIL MEMBER","6",,"5732.37","0.0","0.0","0","0","Local","1556023","3070","2023-05-19T00:00:00.000",,
"AGNEW THOMAS E (THOMAS  AGNEW)","2013","CITY OF BOTHELL *","CITY COUNCIL MEMBER",,"NONE","0.0","0.0","0.0","0","0","Local","8910","3070",,,
"AGNEW THOMAS E (THOMAS AGNEW)","2017","CITY OF BOTHELL *","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","2993","3070",,,
"AGUILERA ADAM L (ADAM AGUILERA)","2019","CITY OF VANCOUVER","CITY COUNCIL MEMBER",,"NON PARTISAN","23659.13","23659.13","0.0","517.27","0","Local","1687","4277","2019-05-15T00:00:00.000",,
"Agustin Benegas Garcia","2025","CITY OF CHELAN","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3331959","3110","2025-05-09T00:00:00.000",,
"Agustin Benegas Garcia (Agustin Benegas)","2019","LAKE CHELAN SD 129 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23654","3125","2019-05-17T00:00:00.000",,
"AGYEKUM WILBERFORCE O (WILBERFORCE  AGYEKUM)","2016","LEG DISTRICT 44 - HOUSE","STATE REPRESENTATIVE",,"NON PARTISAN","100.00","0.0","0.0","0","990.35","Legislative","4072","4866",,,
"AHERN JOHN E","2015","CITY OF SPOKANE","CITY COUNCIL PRESIDENT",,"NON PARTISAN","6062.00","7180.99","0.0","0","0","Local","7039","4150",,,
"AHERN JOHN E","2015","CITY OF SPOKANE","CITY COUNCIL MEMBER",,"NON PARTISAN","975.21","975.21","0.0","0","0","Local","7036","4150",,,
"AHERN JOHN E","2013","CITY OF SPOKANE","CITY COUNCIL MEMBER",,"NON PARTISAN","20191.85","26404.25","0.0","0","12497.18","Local","10093","4150",,,
"AHERN JOHN E","2012","LEG DISTRICT 06 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","7432.50","11157.99","0.0","0","0","Legislative","11089","4789",,,
"AHERN JOHN E","2010","LEG DISTRICT 06 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","89405.10","86542.98","0.0","1649.13","0","Legislative","14077","4789",,,
"AHLBURG KAJ","2014","CLALLAM CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","8193","3133",,,
"AHLF SCOTT K","2020","THURSTON CO SUPERIOR COURT","SUPERIOR COURT JUDGE","8",,"67290.26","68585.83","0.0","0","0","Judicial","25679","4231",,,
"AHLF SCOTT K","2013","OLYMPIA MUNICIPAL COURT","MUNICIPAL COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","10091","5073",,,
"AHLF SCOTT K","2009","OLYMPIA MUNICIPAL COURT","MUNICIPAL COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","15878","5073",,,
"AHLF SCOTT K (Scott Ahlf)","2021","OLYMPIA MUNICIPAL COURT","MUNICIPAL COURT JUDGE",,,"0","0","0","0","0","Judicial","93441","5073","2021-05-17T00:00:00.000",,
"AHLF SCOTT K (SCOTT AHLF)","2017","OLYMPIA MUNICIPAL COURT","MUNICIPAL COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","2963","5073",,,
"AHLGREEN CAROLYN (CAROLYN AHLGREEN)","2017","CITY OF SHORELINE","CITY COUNCIL MEMBER",,"DEMOCRATIC","619.00","75.69","0.0","0","0","Local","2441","4892",,,
"Ahmad Amiri (Bobby Amiri)","2025","CITY OF WOODINVILLE","CITY COUNCIL MEMBER","5",,"0","0","0.0","9608.43","0","Local","3322139","4714","2025-05-06T00:00:00.000",,
"Ahmad Corner","2025","KING CO","COUNTY COUNCIL MEMBER","5",,"26273.87","26273.87","0.0","0","0","Local","3322199","5090","2025-05-05T00:00:00.000",,
"Ahndylyn Kinney","2024","LEG DISTRICT 46 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","0","0","0","0","0","Legislative","3311830","4870","2024-05-10T00:00:00.000",,
"Ahniwa Ferrari","2019","OLYMPIA SD 111","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24391","3821","2019-05-17T00:00:00.000",,
"AHO TONY T","2009","CITY OF PUYALLUP","CITY COUNCIL MEMBER",,"NON PARTISAN","14407.80","9294.96","0.0","1226.83","0","Local","15879","3988",,,
"AH QUIN DARENA M","2009","SUNNYSIDE SD 201","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","15873","4212",,,
"AHRENIUS MICHAEL S","2013","PORT OF FRIDAY HARBOR","PORT COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","10094","3934",,,
"Aiden Isaacs Robert Hamilton (Aiden I.R. Hamilton)","2026","LEG DISTRICT 24 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","8449.34","7768.60","0.0","0","0","Legislative","3382052","4825","2026-05-05T00:00:00.000",,
"AIKEN CLAUDIA E","2009","CITY OF EAST WENATCHEE","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","15870","3253",,,
"AIKEN GEORGE L","2012","ASOTIN CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","112.97","0","Local","11090","3029",,,
"AIKEN KEVIN (KEVIN AIKEN)","2015","MALAGA WATER DISTRICT","WATER & SEWER COMMISSIONER",,,"0","0","0","0","0","Local","19250","4907",,,
"Aimee M. Sutton","2024","KING CO SUPERIOR COURT","SUPERIOR COURT JUDGE","49",,"0","0","0","0","0","Judicial","3298355","3536","2024-05-06T00:00:00.000",,
"Aimee M. Sutton","2020","KING CO SUPERIOR COURT","SUPERIOR COURT JUDGE","49",,"0","0","0","0","0","Judicial","25684","3536",,,
"Aimee M. Sutton (AIMEE SUTTON)","2019","KING CO SUPERIOR COURT","SUPERIOR COURT JUDGE",,"NON PARTISAN","11724.47","13724.47","0.0","0","0","Judicial","1462","3536","2019-05-13T00:00:00.000",,
"Aimee N Maurer (Aimee Maurer)","2022","SPOKANE CO DIST CT-SPOKANE","DISTRICT COURT JUDGE","7",,"0","0","0","0","0","Judicial","592589","4155","2022-05-18T00:00:00.000",,
"Aimee N Maurer (AIMEE MAURER)","2018","SPOKANE CO DIST CT-SPOKANE","DISTRICT COURT JUDGE","7","NONE","0","0","0","0","0","Judicial","957","4155",,,
"Aimee N Maurer (AIMEE MAURER)","2014","SPOKANE CO DIST CT-SPOKANE","DISTRICT COURT JUDGE",,"NON PARTISAN","86121.08","86121.08","0.0","0","0","Judicial","7175","4155",,,
"Aimee N Maurer (Aimee N. Maurer)","2026","SPOKANE CO DIST CT-SPOKANE","DISTRICT COURT JUDGE",,,"0","0","0","0","0","Judicial","3391574","4155","2026-05-04T00:00:00.000",,
"Aimee Staudt","2025","TUMWATER SD 033","SCHOOL DIRECTOR","4",,"1063.81","442.35","0.0","0","0","Local","3335258","4266","2025-05-09T00:00:00.000",,
"Aimee Vaile","2025","CITY OF BATTLE GROUND","CITY COUNCIL MEMBER","5",,"2934.00","2482.95","0.0","0","0","Local","3335470","3038","2025-05-09T00:00:00.000",,
"Aimee Warmerdam","2026","LEG DISTRICT 05 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","2731.89","1067.00","0.0","0","0","Legislative","3391269","4787","2026-05-06T00:00:00.000",,
"A Indu Thomas","2012","THURSTON CO SUPERIOR COURT","SUPERIOR COURT JUDGE",,"NON PARTISAN","59195.50","66591.05","0.0","0","0","Judicial","10579","4231",,,
"A Indu Thomas (Indu Thomas)","2024","THURSTON CO SUPERIOR COURT","SUPERIOR COURT JUDGE","Superior Court Judge Position 9",,"0","0","0","0","0","Judicial","3296748","4231","2024-05-06T00:00:00.000",,
"A Indu Thomas (Indu Thomas)","2022","THURSTON CO SUPERIOR COURT","SUPERIOR COURT JUDGE","Superior Court Judge Position 9",,"11915.00","11915.00","0.0","0","0","Judicial","567588","4231","2022-05-16T00:00:00.000",,
"Aireann (Aireann Duke)","2025","WISHRAM SD 094","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","3326020","4412","2025-05-05T00:00:00.000",,
"Aisha Mayfield","2023","OAK HARBOR SD NO 201","SCHOOL DIRECTOR","5",,"0.0","0.00","0.0","0","0","Local","1625509","3790","2023-05-18T00:00:00.000",,
"Aislinn Palmer (Aislinn Diamanti)","2021","CITY OF PORT TOWNSEND","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","93582","3977","2021-05-17T00:00:00.000",,
"AITKEN GRETA I","2019","LEG DISTRICT 40 - SENATE","STATE SENATOR",,"DEMOCRATIC","0","0","0","0","0","Legislative","1861","4769","2019-05-17T00:00:00.000",,
"Aiya Kravi","2025","LAKE WA SD 414","SCHOOL DIRECTOR","3",,"1765.00","0.0","0.0","0","0","Local","3323630","3616","2025-05-05T00:00:00.000",,
"AJ Simoneaux, Sr.","2021","CITY OF TACOMA","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","567234","4217","2021-09-10T00:00:00.000",,
"AKERS JOSEPH W","2013","GRANT CO HOSP DIST 1","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","10089","3354",,,
"AKERS JOSEPH W (Joseph Akers)","2023","GRANT CO HOSP DIST 1","HOSPITAL COMMISSIONER","4",,"3400.00","2070.87","0.0","0","0","Local","865033","3354","2023-05-15T00:00:00.000",,
"AKERS JOSEPH W (Joseph W Akers)","2019","GRANT CO HOSP DIST 1","HOSPITAL COMMISSIONER",,,"0","0","0","0","0","Local","24720","3354","2019-05-17T00:00:00.000",,
"AKIN RALPH N","2014","LEG DISTRICT 18 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","0.0","0.0","0.0","0","0","Legislative","8192","4813",,,
"AKIN RALPH N","2013","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","10088","3147",,,
"Akyuz, Katherine A. (Kate Akyuz)","2021","CITY OF MERCER ISLAND","CITY COUNCIL MEMBER","6",,"44216.94","44216.94","0.0","1348.83","781.12","Local","93157","3727","2021-05-17T00:00:00.000",,
" ALAIN M BLACK","2015","EPHRATA SD 165 *","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6961","3278",,,
" ALAIN M BLACK (Alain Black)","2019","EPHRATA SD 165 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","24416","3278","2019-05-14T00:00:00.000",,
"Alana DeGooyer","2023","MOSES LAKE SD 161","SCHOOL DIRECTOR","5",,"0.0","0.00","0.0","0","0","Local","1221802","3745","2023-05-18T00:00:00.000",,
"Alana McCoy","2025","CITY OF DUVALL","MAYOR",,,"250.00","0.0","0.0","0","0","Local","3328477","3250","2025-05-06T00:00:00.000",,
"Alana Quintasket","2023","LACONNER SD 311","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","755093","3606","2023-05-15T00:00:00.000",,
"Alan Bennett","2021","PORT OF ILWACO","PORT COMMISSIONER","2",,"0","0","0","0","0","Local","557769","3940",,,
"Alan Bennett (Alan D Bennett)","2023","PORT OF ILWACO","PORT COMMISSIONER","2",,"0","0","0","0","0","Local","1526087","3940","2023-05-19T00:00:00.000",,
